Rented Bike Count	Hour	Temperature(C)	Humidity(%)	Wind_speed (m/s)	Visibility_(10m)	Dew_point temperature(C)	Solar_Radiation(MJ/m2)	Rainfall(mm)	Snowfall(cm)	Seasons	Holiday	Functioning_Day
165	18	1.4	56	3.2	1932	-6.4	0.22	0	0	Winter	Holiday	Yes
126	19	0.6	59	2.3	1939	-6.5	0	0	0	Winter	Holiday	Yes
150	20	0.2	61	1.9	1956	-6.4	0	0	0	Winter	Holiday	Yes
114	21	0.1	67	2.5	1451	-5.3	0	0	0	Winter	Holiday	Yes
116	22	-0.6	70	3.4	1204	-5.4	0	0	0	Winter	Holiday	Yes
84	23	-2	51	3.2	1336	-10.8	0	0	0	Winter	Holiday	Yes
79	0	-2.7	41	3.2	1695	-14.1	0	0	0	Winter	Holiday	Yes
71	1	-3.1	36	3.5	2000	-16	0	0	0	Winter	Holiday	Yes
56	2	-3.8	30	3.9	2000	-18.8	0	0	0	Winter	Holiday	Yes
34	3	-4.5	28	3	2000	-20.3	0	0	0	Winter	Holiday	Yes
20	4	-5.2	28	2.5	2000	-20.9	0	0	0	Winter	Holiday	Yes
14	5	-5.7	31	2.3	1999	-20.1	0	0	0	Winter	Holiday	Yes
39	6	-6.2	32	2.5	2000	-20.2	0	0	0	Winter	Holiday	Yes
35	7	-6.8	32	1.6	2000	-20.7	0	0	0	Winter	Holiday	Yes
80	8	-7.1	30	1.7	1991	-21.7	0.04	0	0	Winter	Holiday	Yes
98	9	-6.5	26	2.4	1874	-22.8	0.64	0	0	Winter	Holiday	Yes
103	10	-4.3	21	1.4	1908	-23.4	1.34	0	0	Winter	Holiday	Yes
155	11	-2.8	19	2.6	1957	-23.2	1.91	0	0	Winter	Holiday	Yes
183	12	-1.3	17	1.5	1998	-23.2	2.28	0	0	Winter	Holiday	Yes
193	13	-0.4	15	2.4	1938	-23.9	2.46	0	0	Winter	Holiday	Yes
258	14	-0.1	15	4	2000	-23.7	2.39	0	0	Winter	Holiday	Yes
273	15	1	14	4.6	2000	-23.5	2.12	0	0	Winter	Holiday	Yes
267	16	1.3	15	4.2	2000	-22.5	1.63	0	0	Winter	Holiday	Yes
250	17	0.6	17	3.3	2000	-21.7	0.79	0	0	Winter	Holiday	Yes
223	18	-0.3	17	1.9	2000	-22.4	0.2	0	0	Winter	Holiday	Yes
169	19	-1.5	32	2.5	2000	-16	0	0	0	Winter	Holiday	Yes
145	20	-2.1	38	2	2000	-14.5	0	0	0	Winter	Holiday	Yes
133	21	-2.3	38	2.3	2000	-14.7	0	0	0	Winter	Holiday	Yes
123	22	-2.7	42	2.2	2000	-13.8	0	0	0	Winter	Holiday	Yes
117	23	-2.9	31	3.8	2000	-17.7	0	0	0	Winter	Holiday	Yes
99	0	-3.6	33	1.7	2000	-17.5	0	0	0	Winter	No Holiday	Yes
103	1	-4.4	33	1.4	2000	-18.2	0	0	0	Winter	No Holiday	Yes
86	2	-4.7	33	0.1	2000	-18.5	0	0	0	Winter	No Holiday	Yes
56	3	-4.5	26	0	2000	-21.1	0	0	0	Winter	No Holiday	Yes
37	4	-4.1	27	0.6	2000	-20.3	0	0	0	Winter	No Holiday	Yes
22	5	-4	28	0.5	2000	-19.8	0	0	0	Winter	No Holiday	Yes
38	6	-4.1	30	1.1	2000	-19.1	0	0	0	Winter	No Holiday	Yes
52	7	-4.6	31	1.2	2000	-19.2	0	0	0	Winter	No Holiday	Yes
92	8	-4.8	31	0.8	2000	-19.3	0.02	0	0	Winter	No Holiday	Yes
137	9	-4.1	30	0.5	2000	-19.1	0.28	0	0	Winter	No Holiday	Yes
156	10	-1.8	23	0.6	2000	-20.2	0.8	0	0	Winter	No Holiday	Yes
183	11	0	20	0.8	1975	-20.3	1.05	0	0	Winter	No Holiday	Yes
263	12	2.2	17	1	1979	-20.4	1.75	0	0	Winter	No Holiday	Yes
337	13	3.7	17	1.4	2000	-19.1	1.98	0	0	Winter	No Holiday	Yes
372	14	4.1	17	1.8	1996	-18.8	1.87	0	0	Winter	No Holiday	Yes
440	15	5	16	2	1970	-18.8	1.42	0	0	Winter	No Holiday	Yes
404	16	5.1	16	1.8	1998	-18.7	1.17	0	0	Winter	No Holiday	Yes
354	17	4.2	17	2.5	1990	-18.7	0.66	0	0	Winter	No Holiday	Yes
310	18	2.8	25	3	2000	-15.3	0.22	0	0	Winter	No Holiday	Yes
238	19	1.5	30	2.6	2000	-14.2	0	0	0	Winter	No Holiday	Yes
213	20	0.6	33	1.9	2000	-13.8	0	0	0	Winter	No Holiday	Yes
226	21	0.2	32	1.1	1951	-14.5	0	0	0	Winter	No Holiday	Yes
191	22	-0.3	34	1.6	1981	-14.2	0	0	0	Winter	No Holiday	Yes
153	23	-0.7	37	0.9	1814	-13.6	0	0	0	Winter	No Holiday	Yes
148	0	-1.1	39	1.7	1832	-13.3	0	0	0	Winter	No Holiday	Yes
101	1	-1.4	42	1.1	1805	-12.6	0	0	0	Winter	No Holiday	Yes
59	2	-1.4	41	1.1	1582	-12.9	0	0	0	Winter	No Holiday	Yes
42	3	-1.4	41	1.6	1870	-12.9	0	0	0	Winter	No Holiday	Yes
50	4	-1.9	44	0.7	1907	-12.5	0	0	0	Winter	No Holiday	Yes
59	5	-1.8	44	0.5	1862	-12.4	0	0	0	Winter	No Holiday	Yes
139	6	-1.4	46	0.3	1651	-11.5	0	0	0	Winter	No Holiday	Yes
349	7	-0.9	45	0.9	1820	-11.3	0	0	0	Winter	No Holiday	Yes
646	8	-1.2	51	0.8	1800	-10	0.05	0	0	Winter	No Holiday	Yes
347	9	-0.6	43	0.5	1596	-11.6	0.52	0	0	Winter	No Holiday	Yes
235	10	2.6	45	1.2	1230	-8.1	1.17	0	0	Winter	No Holiday	Yes
314	11	4.3	44	2.3	1091	-6.9	1.77	0	0	Winter	No Holiday	Yes
361	12	4.7	43	2.1	1131	-6.8	1.38	0	0	Winter	No Holiday	Yes
332	13	5.1	41	1.8	1097	-7	1.03	0	0	Winter	No Holiday	Yes
373	14	5.6	38	1.6	1087	-7.6	1.1	0	0	Winter	No Holiday	Yes
392	15	6.3	35	2.6	991	-8	1.2	0	0	Winter	No Holiday	Yes
403	16	6.3	35	2.9	1117	-8	1.1	0	0	Winter	No Holiday	Yes
522	17	5.7	36	3	1073	-8.2	0.57	0	0	Winter	No Holiday	Yes
819	18	4.7	43	2.4	938	-6.8	0.19	0	0	Winter	No Holiday	Yes
533	19	3.6	55	1.6	728	-4.6	0	0	0	Winter	No Holiday	Yes
417	20	2.4	60	1.9	661	-4.5	0	0	0	Winter	No Holiday	Yes
388	21	1.8	63	1.2	604	-4.5	0	0	0	Winter	No Holiday	Yes
357	22	1	69	0.7	525	-4	0	0	0	Winter	No Holiday	Yes
218	23	0.5	73	1.5	465	-3.7	0	0	0	Winter	No Holiday	Yes
177	0	0	75	2.3	394	-3.9	0	0	0	Winter	No Holiday	Yes
172	1	-0.5	76	1.6	402	-4.2	0	0	0	Winter	No Holiday	Yes
115	2	-0.8	76	0.8	421	-4.5	0	0	0	Winter	No Holiday	Yes
63	3	-1.3	80	0.7	392	-4.3	0	0	0	Winter	No Holiday	Yes
64	4	-1.6	83	0.6	368	-4.1	0	0	0	Winter	No Holiday	Yes
79	5	-1.8	82	1.3	375	-4.4	0	0	0	Winter	No Holiday	Yes
164	6	-2.1	82	1.8	381	-4.7	0	0	0	Winter	No Holiday	Yes
404	7	-2.2	76	1.9	527	-5.8	0	0	0	Winter	No Holiday	Yes
727	8	-2.1	71	1.7	610	-6.6	0.06	0	0	Winter	No Holiday	Yes
384	9	-1.4	56	1.4	709	-9	0.54	0	0	Winter	No Holiday	Yes
265	10	1.1	38	3.1	1184	-11.6	1.13	0	0	Winter	No Holiday	Yes
322	11	2.8	35	3.9	1265	-11.1	1.71	0	0	Winter	No Holiday	Yes
356	12	4	23	3.5	1785	-15.3	2.03	0	0	Winter	No Holiday	Yes
370	13	4.2	22	3.9	1812	-15.6	2.21	0	0	Winter	No Holiday	Yes
335	14	5	20	3.7	1866	-16.1	2.12	0	0	Winter	No Holiday	Yes
431	15	5.4	18	3.7	1940	-17	1.82	0	0	Winter	No Holiday	Yes
393	16	5.1	17	3.4	2000	-18	1.2	0	0	Winter	No Holiday	Yes
514	17	3.9	19	3.6	2000	-17.6	0.58	0	0	Winter	No Holiday	Yes
764	18	3.2	20	2.9	2000	-17.6	0.16	0	0	Winter	No Holiday	Yes
522	19	2.5	21	2.2	2000	-17.6	0	0	0	Winter	No Holiday	Yes
358	20	1.8	19	3.1	2000	-19.4	0	0	0	Winter	No Holiday	Yes
415	21	1.1	21	1.6	2000	-18.8	0	0	0	Winter	No Holiday	Yes
319	22	0.5	22	2.9	2000	-18.8	0	0	0	Winter	No Holiday	Yes
242	23	-0.5	26	3.3	2000	-17.7	0	0	0	Winter	No Holiday	Yes
171	0	-1.4	28	3.4	1990	-17.6	0	0	0	Winter	No Holiday	Yes
162	1	-2.2	31	1.1	1970	-17	0	0	0	Winter	No Holiday	Yes
105	2	-2.9	31	1.6	1931	-17.7	0	0	0	Winter	No Holiday	Yes
59	3	-3.4	32	0.9	1977	-17.7	0	0	0	Winter	No Holiday	Yes
50	4	-3.8	32	1.1	2000	-18.1	0	0	0	Winter	No Holiday	Yes
63	5	-4	35	1.8	2000	-17.2	0	0	0	Winter	No Holiday	Yes
159	6	-4	34	3.4	2000	-17.5	0	0	0	Winter	No Holiday	Yes
385	7	-4.1	35	3.5	1980	-17.3	0	0	0	Winter	No Holiday	Yes
718	8	-4.3	36	1.9	1955	-17.1	0.06	0	0	Winter	No Holiday	Yes
373	9	-3.8	28	1.7	1904	-19.6	0.63	0	0	Winter	No Holiday	Yes
244	10	-1.8	25	2.6	1913	-19.2	1.17	0	0	Winter	No Holiday	Yes
276	11	0.2	22	2.2	1907	-19	1.57	0	0	Winter	No Holiday	Yes
351	12	2.2	17	2	1824	-20.4	1.99	0	0	Winter	No Holiday	Yes
299	13	2.9	14	3.3	2000	-22	2.14	0	0	Winter	No Holiday	Yes
365	14	3.3	14	2.9	1985	-21.7	2.49	0	0	Winter	No Holiday	Yes
366	15	4.2	15	2.7	1995	-20.2	2.21	0	0	Winter	No Holiday	Yes
409	16	3.7	14	3.9	2000	-21.4	1.71	0	0	Winter	No Holiday	Yes
469	17	3.1	14	3.7	2000	-21.9	1	0	0	Winter	No Holiday	Yes
784	18	1.8	16	3.4	2000	-21.4	0.31	0	0	Winter	No Holiday	Yes
460	19	-0.1	39	2.8	2000	-12.4	0	0	0	Winter	No Holiday	Yes
356	20	-1.1	43	1.5	2000	-12.1	0	0	0	Winter	No Holiday	Yes
345	21	-1.6	52	2.2	2000	-10.1	0	0	0	Winter	No Holiday	Yes
299	22	-2.2	55	1.4	2000	-10	0	0	0	Winter	No Holiday	Yes
223	23	-2.7	58	1.1	2000	-9.8	0	0	0	Winter	No Holiday	Yes
195	0	-2.7	58	1.7	2000	-9.8	0	0	0	Winter	No Holiday	Yes
190	1	-2.2	58	1	2000	-9.3	0	0	0	Winter	No Holiday	Yes
116	2	-2.9	57	0	1985	-10.2	0	0	0	Winter	No Holiday	Yes
71	3	-2.8	57	0.5	1995	-10.1	0	0	0	Winter	No Holiday	Yes
66	4	-2.4	58	0.3	2000	-9.5	0	0	0	Winter	No Holiday	Yes
75	5	-2.4	59	1.1	1984	-9.3	0	0	0	Winter	No Holiday	Yes
151	6	-3	62	0.8	1996	-9.2	0	0	0	Winter	No Holiday	Yes
373	7	-3.7	64	0.7	1891	-9.5	0	0	0	Winter	No Holiday	Yes
783	8	-3.6	63	0.9	1473	-9.6	0.07	0	0	Winter	No Holiday	Yes
383	9	-1.9	51	0.9	1654	-10.7	0.58	0	0	Winter	No Holiday	Yes
259	10	0.9	44	1.1	1826	-10	1.16	0	0	Winter	No Holiday	Yes
308	11	2.7	44	0.9	1761	-8.3	1.45	0	0	Winter	No Holiday	Yes
352	12	4.8	47	2.6	1373	-5.5	1.72	0	0	Winter	No Holiday	Yes
316	13	4.5	51	3.8	1108	-4.7	1.08	0	0	Winter	No Holiday	Yes
331	14	4.8	50	4.3	1168	-4.7	1.01	0	0	Winter	No Holiday	Yes
356	15	5	49	4.4	1138	-4.8	0.96	0	0	Winter	No Holiday	Yes
404	16	5	50	4.3	1121	-4.5	0.74	0	0	Winter	No Holiday	Yes
465	17	4.6	52	3.9	1059	-4.4	0.5	0	0	Winter	No Holiday	Yes
730	18	3.9	56	4	1004	-4	0.18	0	0	Winter	No Holiday	Yes
499	19	3.5	60	2.7	936	-3.5	0	0	0	Winter	No Holiday	Yes
348	20	3	62	2.4	975	-3.5	0	0	0	Winter	No Holiday	Yes
393	21	2.9	64	2.5	1154	-3.2	0	0	0	Winter	No Holiday	Yes
346	22	2.9	65	2.3	1150	-3	0	0	0	Winter	No Holiday	Yes
202	23	2.9	63	2.6	1253	-3.4	0	0	0	Winter	No Holiday	Yes
42	0	1.7	86	2.7	54	-0.3	0	0.4	0.4	Winter	No Holiday	Yes
55	1	0.6	96	2.1	118	0	0	0	4	Winter	No Holiday	Yes
62	2	0.7	97	1.4	197	0.2	0	0	4.1	Winter	No Holiday	Yes
32	3	0.9	97	1.2	243	0.4	0	3.7	4.1	Winter	No Holiday	Yes
36	4	1.1	96	2.5	241	0.5	0	0	3.9	Winter	No Holiday	Yes
39	5	1	91	0.7	257	-0.3	0	0	3.8	Winter	No Holiday	Yes
63	6	0.4	95	0.3	197	-0.3	0	0	3.8	Winter	No Holiday	Yes
174	7	-0.1	97	0.5	179	-0.5	0	0	3.8	Winter	No Holiday	Yes
391	8	-0.2	97	0.4	197	-0.6	0.05	0	3.7	Winter	No Holiday	Yes
214	9	0.5	94	0.6	199	-0.3	0.37	0	3.7	Winter	No Holiday	Yes
184	10	2.2	83	0.8	221	-0.3	0.92	0	3.7	Winter	No Holiday	Yes
230	11	3.8	72	0.9	236	-0.7	1.1	0	3.4	Winter	No Holiday	Yes
283	12	5.3	70	0.9	226	0.2	1.73	0	1.7	Winter	No Holiday	Yes
304	13	6.7	64	2	241	0.3	1.94	0	0.6	Winter	No Holiday	Yes
312	14	7.8	57	2.1	277	-0.2	1.39	0	0	Winter	No Holiday	Yes
312	15	8.2	62	0.6	291	1.3	1.22	0	0	Winter	No Holiday	Yes
354	16	8.3	60	2.7	354	0.9	0.36	0	0	Winter	No Holiday	Yes
470	17	7.9	68	4.2	352	2.3	0.27	0	0	Winter	No Holiday	Yes
669	18	7.5	70	5	374	2.3	0.08	0	0	Winter	No Holiday	Yes
421	19	6.9	73	3.7	369	2.3	0	0	0	Winter	No Holiday	Yes
295	20	6.4	77	2.8	316	2.6	0	0	0	Winter	No Holiday	Yes
321	21	6	79	2.7	306	2.6	0	0	0	Winter	No Holiday	Yes
291	22	5.7	81	2.5	292	2.6	0	0	0	Winter	No Holiday	Yes
243	23	5.5	80	2.7	258	2.3	0	0	0	Winter	No Holiday	Yes
226	0	4.6	82	3	240	1.7	0	0	0	Winter	No Holiday	Yes
263	1	4	83	1.7	235	1.3	0	0	0	Winter	No Holiday	Yes
197	2	3.7	82	1.6	229	0.9	0	0	0	Winter	No Holiday	Yes
133	3	3.5	82	2.9	217	0.7	0	0	0	Winter	No Holiday	Yes
63	4	2.7	82	2.8	222	0	0	0	0	Winter	No Holiday	Yes
58	5	1.8	84	2.7	214	-0.6	0	0	0	Winter	No Holiday	Yes
72	6	1.2	83	2.5	245	-1.3	0	0	0	Winter	No Holiday	Yes
108	7	0.6	86	1.6	211	-1.4	0	0	0	Winter	No Holiday	Yes
203	8	0	77	2.8	289	-3.5	0.06	0	0	Winter	No Holiday	Yes
253	9	0.6	64	3.8	430	-5.4	0.65	0	0	Winter	No Holiday	Yes
259	10	0.8	60	2.9	497	-6	0.71	0	0	Winter	No Holiday	Yes
298	11	2.2	50	2.4	608	-7.1	1.1	0	0	Winter	No Holiday	Yes
363	12	4	37	1.4	763	-9.4	1.75	0	0	Winter	No Holiday	Yes
412	13	5.3	29	2.1	1007	-11.3	2.08	0	0	Winter	No Holiday	Yes
454	14	6.9	19	1.9	1843	-15.1	2.36	0	0	Winter	No Holiday	Yes
467	15	6.7	24	2.7	1536	-12.4	1.95	0	0	Winter	No Holiday	Yes
509	16	5.9	21	3	1864	-14.8	1.34	0	0	Winter	No Holiday	Yes
462	17	4.9	28	3.1	1477	-12.1	0.77	0	0	Winter	No Holiday	Yes
379	18	3.5	30	2.9	1726	-12.4	0.31	0	0	Winter	No Holiday	Yes
306	19	2.1	27	2.8	1883	-15	0.01	0	0	Winter	No Holiday	Yes
233	20	1.1	32	1.4	1785	-13.8	0	0	0	Winter	No Holiday	Yes
232	21	0.7	31	1.3	1923	-14.5	0	0	0	Winter	No Holiday	Yes
219	22	0.1	32	0.9	1937	-14.6	0	0	0	Winter	No Holiday	Yes
187	23	-0.6	39	1.3	1731	-12.8	0	0	0	Winter	No Holiday	Yes
182	0	-1.1	44	1.2	1741	-11.8	0	0	0	Winter	No Holiday	Yes
189	1	-1.4	43	0.6	1791	-12.3	0	0	0	Winter	No Holiday	Yes
124	2	-1.5	46	1.1	1744	-11.6	0	0	0	Winter	No Holiday	Yes
103	3	-1.3	42	0.8	1648	-12.5	0	0	0	Winter	No Holiday	Yes
52	4	-1.1	43	0.7	1558	-12.1	0	0	0	Winter	No Holiday	Yes
37	5	-0.7	41	0.9	1442	-12.3	0	0	0	Winter	No Holiday	Yes
54	6	-0.8	44	0.6	1541	-11.5	0	0	0	Winter	No Holiday	Yes
77	7	-1	47	0.9	1552	-10.9	0	0	0	Winter	No Holiday	Yes
158	8	-1.3	54	0.6	1597	-9.4	0.06	0	0	Winter	No Holiday	Yes
173	9	-0.3	48	1.1	1394	-10	0.43	0	0	Winter	No Holiday	Yes
195	10	2.1	42	1.1	1564	-9.5	1.12	0	0	Winter	No Holiday	Yes
244	11	4.3	29	2.6	1293	-12.2	1.87	0	0	Winter	No Holiday	Yes
396	12	5.5	25	3.1	1652	-13	2.28	0	0	Winter	No Holiday	Yes
482	13	6.1	22	2.4	1710	-14	2.5	0	0	Winter	No Holiday	Yes
572	14	7	23	2.4	1645	-12.7	2.52	0	0	Winter	No Holiday	Yes
612	15	7.5	21	2.7	1900	-13.4	2.22	0	0	Winter	No Holiday	Yes
688	16	7.6	18	3.2	1930	-15.2	1.73	0	0	Winter	No Holiday	Yes
589	17	6.9	25	2.9	1795	-11.8	1.07	0	0	Winter	No Holiday	Yes
402	18	5.2	30	2.8	1877	-11	0.36	0	0	Winter	No Holiday	Yes
297	19	3.1	40	2.6	1804	-9.2	0.01	0	0	Winter	No Holiday	Yes
232	20	1.3	49	2.8	1683	-8.2	0	0	0	Winter	No Holiday	Yes
239	21	0.2	55	2.5	1942	-7.7	0	0	0	Winter	No Holiday	Yes
230	22	0	54	2.5	1929	-8.2	0	0	0	Winter	No Holiday	Yes
173	23	-0.3	58	1	1945	-7.5	0	0	0	Winter	No Holiday	Yes
135	0	-0.9	60	0.7	1844	-7.7	0	0	0	Winter	No Holiday	Yes
122	1	-1.2	63	0.9	1846	-7.3	0	0	0	Winter	No Holiday	Yes
80	2	-1.7	66	0.8	1631	-7.2	0	0	0	Winter	No Holiday	Yes
46	3	-1.9	67	1	1575	-7.2	0	0	0	Winter	No Holiday	Yes
46	4	-2.3	69	1.1	1411	-7.2	0	0	0	Winter	No Holiday	Yes
65	5	-2.5	73	0.8	1134	-6.6	0	0	0	Winter	No Holiday	Yes
161	6	-2.7	72	0.5	1253	-7	0	0	0	Winter	No Holiday	Yes
402	7	-3.1	68	0.8	1417	-8.1	0	0	0	Winter	No Holiday	Yes
786	8	-2.9	63	0.7	1386	-8.9	0.11	0	0	Winter	No Holiday	Yes
416	9	-1.1	53	0.9	1308	-9.4	0.72	0	0	Winter	No Holiday	Yes
289	10	1.9	46	1.1	1233	-8.5	1.39	0	0	Winter	No Holiday	Yes
356	11	4.6	37	1.6	1309	-8.8	1.95	0	0	Winter	No Holiday	Yes
428	12	6.9	28	1.1	1301	-10.3	2.35	0	0	Winter	No Holiday	Yes
444	13	8.1	26	1.2	1422	-10.2	2.48	0	0	Winter	No Holiday	Yes
455	14	9.9	25	1.5	1401	-9.2	2.43	0	0	Winter	No Holiday	Yes
521	15	10.3	23	2.1	1317	-9.9	2.09	0	0	Winter	No Holiday	Yes
555	16	9.5	31	3.1	973	-6.8	1.54	0	0	Winter	No Holiday	Yes
646	17	8.7	30	3.1	1117	-7.9	0.96	0	0	Winter	No Holiday	Yes
929	18	7.2	26	2.3	1398	-11	0.33	0	0	Winter	No Holiday	Yes
619	19	5.5	30	2.7	1150	-10.7	0.01	0	0	Winter	No Holiday	Yes
483	20	4.3	32	1.7	1101	-10.9	0	0	0	Winter	No Holiday	Yes
512	21	3.3	36	1.4	1110	-10.3	0	0	0	Winter	No Holiday	Yes
443	22	2.7	40	1	1089	-9.5	0	0	0	Winter	No Holiday	Yes
308	23	2.8	39	0.7	1065	-9.8	0	0	0	Winter	No Holiday	Yes
236	0	2.6	40	1.8	1095	-9.6	0	0	0	Winter	No Holiday	Yes
213	1	2.1	44	0.9	1107	-8.9	0	0	0	Winter	No Holiday	Yes
145	2	1.5	44	1.2	1079	-9.4	0	0	0	Winter	No Holiday	Yes
102	3	1.1	44	1	1128	-9.8	0	0	0	Winter	No Holiday	Yes
62	4	0.9	46	0.8	1140	-9.4	0	0	0	Winter	No Holiday	Yes
72	5	0.6	50	0.1	1026	-8.6	0	0	0	Winter	No Holiday	Yes
183	6	0.6	50	0.4	985	-8.6	0	0	0	Winter	No Holiday	Yes
443	7	1.3	47	0.7	1084	-8.7	0	0	0	Winter	No Holiday	Yes
767	8	2	51	0.7	990	-7	0	0	0	Winter	No Holiday	Yes
455	9	2.5	51	1	866	-6.6	0.07	0	0	Winter	No Holiday	Yes
261	10	3.3	47	0.7	818	-6.9	0.22	0	0	Winter	No Holiday	Yes
342	11	4.8	41	0.8	792	-7.3	0.53	0	0	Winter	No Holiday	Yes
353	12	5.4	37	0.7	815	-8.1	0.43	0	0	Winter	No Holiday	Yes
335	13	5.8	39	0.6	931	-7.1	0.35	0	0	Winter	No Holiday	Yes
357	14	6.3	40	0.8	943	-6.3	0.34	0	0	Winter	No Holiday	Yes
402	15	6.7	48	0.8	817	-3.5	0.39	0	0	Winter	No Holiday	Yes
411	16	6.9	54	1.1	692	-1.7	0.32	0	0	Winter	No Holiday	Yes
529	17	6.8	57	1	623	-1.1	0.16	0	0	Winter	No Holiday	Yes
897	18	6.6	62	0.8	522	-0.1	0.05	0	0	Winter	No Holiday	Yes
616	19	6.1	44	1	750	-5.2	0	0	0	Winter	No Holiday	Yes
461	20	5.9	44	1.3	733	-5.4	0	0	0	Winter	No Holiday	Yes
449	21	5.7	46	0.8	727	-5	0	0	0	Winter	No Holiday	Yes
461	22	5.4	49	1.1	687	-4.4	0	0	0	Winter	No Holiday	Yes
310	23	5.3	53	1.5	582	-3.5	0	0	0	Winter	No Holiday	Yes
266	0	5.1	52	1.1	614	-3.9	0	0	0	Winter	No Holiday	Yes
229	1	5	53	1.4	557	-3.8	0	0	0	Winter	No Holiday	Yes
174	2	5.2	54	1.3	516	-3.3	0	0	0	Winter	No Holiday	Yes
116	3	5.3	55	1.7	488	-3	0	0	0	Winter	No Holiday	Yes
72	4	5.4	56	1.7	472	-2.6	0	0	0	Winter	No Holiday	Yes
62	5	5.2	59	1.7	437	-2.1	0	0	0	Winter	No Holiday	Yes
165	6	5.2	60	1.9	430	-1.9	0	0	0	Winter	No Holiday	Yes
426	7	5.5	59	2.8	448	-1.8	0	0	0	Winter	No Holiday	Yes
816	8	5.7	57	2.5	458	-2.1	0.04	0	0	Winter	No Holiday	Yes
419	9	6.2	55	2.4	478	-2.1	0.13	0	0	Winter	No Holiday	Yes
285	10	6.5	53	2	518	-2.4	0.21	0	0	Winter	No Holiday	Yes
332	11	7.1	50	2.2	534	-2.6	0.33	0	0	Winter	No Holiday	Yes
305	12	7.6	48	2.6	600	-2.7	0.39	0	0	Winter	No Holiday	Yes
28	13	7.6	57	2.3	554	-0.3	0.33	0	0	Winter	No Holiday	Yes
17	14	5.7	80	3.7	348	2.5	0.13	0	0	Winter	No Holiday	Yes
7	15	4.8	87	2.9	312	2.8	0.08	4.5	0	Winter	No Holiday	Yes
9	16	4.2	89	2.5	479	2.5	0.07	0	0	Winter	No Holiday	Yes
8	17	3.8	90	2.7	654	2.3	0	0	0	Winter	No Holiday	Yes
11	18	3.6	90	2.1	845	2.1	0	9.5	0	Winter	No Holiday	Yes
19	19	2.5	95	1.9	838	1.7	0	0	0	Winter	No Holiday	Yes
8	20	2.7	96	1.5	1479	2.1	0	0	0	Winter	No Holiday	Yes
10	21	2.4	95	2.5	1349	1.6	0	9	0	Winter	No Holiday	Yes
13	22	2.3	96	1.9	1207	1.7	0	0	0	Winter	No Holiday	Yes
23	23	1.8	96	1.2	745	1.2	0	0	0	Winter	No Holiday	Yes
71	0	2	96	1.3	1894	1.4	0	2	0	Spring	Holiday	Yes
147	1	2.1	97	0.2	859	1.6	0	0	0	Spring	Holiday	Yes
180	2	2	97	1	580	1.5	0	0	0	Spring	Holiday	Yes
92	3	1.6	97	2.3	469	1.1	0	0.1	0	Spring	Holiday	Yes
28	4	1.6	97	1.1	636	1.1	0	0	0	Spring	Holiday	Yes
11	5	2.2	97	2.9	362	1.7	0	0	0	Spring	Holiday	Yes
33	6	3	96	2.7	303	2.4	0	0.4	0	Spring	Holiday	Yes
61	7	2.6	89	4.3	320	0.9	0	0	0	Spring	Holiday	Yes
148	8	1.5	80	3.2	1246	-1.5	0.04	0	0	Spring	Holiday	Yes
160	9	0.1	78	4.9	615	-3.2	0.09	0	0	Spring	Holiday	Yes
191	10	0.1	53	5.3	1022	-8.3	1.12	0	0	Spring	Holiday	Yes
239	11	0.8	52	4.6	1035	-7.9	2.2	0	0	Spring	Holiday	Yes
311	12	0.5	46	4.7	1172	-9.8	2.49	0	0	Spring	Holiday	Yes
358	13	1.4	37	4	1681	-11.7	2.95	0	0	Spring	Holiday	Yes
375	14	1.2	36	6	1430	-12.2	2.86	0	0	Spring	Holiday	Yes
458	15	1.6	35	4.5	1567	-12.2	2.54	0	0	Spring	Holiday	Yes
460	16	1.4	33	4.8	1480	-13.1	1.98	0	0	Spring	Holiday	Yes
423	17	0.4	37	5.2	1366	-12.6	1.23	0	0	Spring	Holiday	Yes
317	18	-0.8	40	4.7	1429	-12.7	0.43	0	0	Spring	Holiday	Yes
231	19	-1.7	45	3.3	1375	-12.1	0.01	0	0	Spring	Holiday	Yes
246	20	-2.2	49	3.5	1325	-11.4	0	0	0	Spring	Holiday	Yes
212	21	-3	50	3.7	1301	-11.9	0	0	0	Spring	Holiday	Yes
190	22	-3.6	52	3.7	1277	-12	0	0	0	Spring	Holiday	Yes
190	23	-4	52	3.4	1272	-12.4	0	0	0	Spring	Holiday	Yes
156	0	-4.3	53	2.6	1334	-12.4	0	0	0	Spring	No Holiday	Yes
108	1	-4.6	52	2.1	1372	-12.9	0	0	0	Spring	No Holiday	Yes
71	2	-5.3	52	1.2	1434	-13.6	0	0	0	Spring	No Holiday	Yes
49	3	-5.7	50	1.7	1559	-14.4	0	0	0	Spring	No Holiday	Yes
47	4	-5.8	48	1.5	1552	-15	0	0	0	Spring	No Holiday	Yes
65	5	-6.1	49	1	1621	-15.1	0	0	0	Spring	No Holiday	Yes
135	6	-6.4	50	1.5	1593	-15.1	0	0	0	Spring	No Holiday	Yes
401	7	-6.6	52	0.5	1555	-14.8	0	0	0	Spring	No Holiday	Yes
617	8	-6.2	45	0.4	1600	-16.2	0.17	0	0	Spring	No Holiday	Yes
343	9	-4.6	34	1.2	1583	-18.1	0.87	0	0	Spring	No Holiday	Yes
