raf	mek	plc	pip2	pip3	erk	akt	pka	pkc	p38	jnk	cd3_cd28	icam2	aktinhib	g0076	psitect	u0126	ly	pma	b2camp
18.8	13.3	4.37	352	17.9	8.51	20.2	509	3.55	1.01	1.2	1.0063	0.0163	1.0054	0.0162	-0.0034	0.0017	0.0003	0.0002	-0.0143
64.4	31.1	3.13	209	26.2	28.4	33.7	305	25.7	31.6	19.5	1.0144	0.014	0.9971	-0.0014	0.005	0.0055	0.0077	-0.0137	-0.0119
35.2	19.1	13.3	204	20	7.77	10.6	466	5.78	16	6.79	0.9823	-0.0119	1.0088	0.0017	-0.0116	-0.0036	-0.0074	0.0085	0.0172
29.7	22.9	29.7	49.1	28.6	12.5	13.7	784	17	14.9	10.2	0.981	-0.0035	0.9818	-0.0073	-0.0023	0.0036	0.0059	0.0176	0.0083
52.8	14.2	12.4	132	33.1	42.6	98.2	750	24.8	44.1	29.4	1.0048	0.0011	1.0001	-0.0217	-0.0127	0.0121	-0.0015	-0.001	-0.0024
34	17.8	20.9	248	33.4	4.78	13.5	743	26.7	36.5	15.3	1.0058	0.0088	0.9886	-0.0065	0.0091	-0.0058	-0.0047	-0.009	0.0215
42.9	14.5	14.1	50.9	24.4	32.5	50.5	346	20.9	34.9	4	0.9949	0.0074	0.997	-0.0063	0.0027	0.0186	-0.0057	0.0036	-0.0093
33.4	27.4	53.8	57.3	32.5	44.1	94.7	1860	13.5	29.7	15.7	1.0067	-0.0083	1.0049	0.0023	0	-0.0164	0.008	-0.011	0.0076
111	38.2	16.1	264	65.5	25	33.1	437	1	3.85	5.14	0.9946	0.0037	0.9941	-0.0161	0.0152	0.005	-0.0018	0.007	-0.0015
84.3	30.2	13.5	170	41.8	11.1	25	437	22.7	35.5	10.8	0.9935	-0.0041	0.9997	-0.0006	-0.0011	0.0102	-0.0056	0.0255	-0.0048
37.9	20.9	12.9	89	19.5	29.4	38.5	204	38.2	46.1	11.8	0.9896	-0.0026	0.9892	0.0009	-0.0125	-0.0101	-0.0015	-0.0018	-0.006
64.4	34.3	7.99	235	24.1	22.5	37.5	311	20.2	22.7	9.06	1.0019	-0.0053	1.0184	-0.0026	0.0028	-0.0082	-0.012	-0.0013	-0.0157
44.5	22.1	1.43	308	28.6	22.5	102	1000	28.1	37.9	8.06	1.016	0.0048	1.0163	-0.0064	-0.0037	-0.0002	-0.002	-0.013	-0.0151
36.8	20.7	24.1	46.6	1.26	15	28.1	578	21.5	30	10.6	1.0134	0.0089	0.986	-0.0019	-0.0069	-0.0039	-0.0188	-0.0125	0.0044
111	42.9	6.73	231	30.5	26.9	28.1	331	16	21.7	8.98	1.0292	-0.0129	0.9841	-0.0028	0.0025	-0.0053	0.01	-0.009	0.0022
42.6	16.3	2.27	271	17.9	9.06	23.7	538	27.1	41	14.2	1.0049	0.009	1.0025	0.0138	0.0112	0.0156	-0.0006	0.0022	0.0018
12.5	32.2	6.92	244	26.9	10.8	22.5	368	7.37	15.8	13	1.0004	0.012	1.0014	-0.0016	0.0125	0.0213	0.0102	0.0158	-0.0149
28.1	30.5	2.69	239	15.8	6.21	19.3	791	20	42.6	3.13	0.9908	0.0015	0.9872	-0.006	-0.0086	0.0033	0.0059	0.0031	0.0133
83.5	75	14.9	184	28.4	23.5	42.2	429	32.8	41	11.9	1.0016	0.0037	1.0072	-0.0171	-0.0009	0.012	-0.0052	-0.0042	-0.0034
87.4	39.2	55.7	300	112	16.1	39.2	2167	14.6	15.1	3.22	0.9827	-0.0086	0.9903	0.0034	0.0021	-0.0025	0.003	-0.0088	-0.0109
29.4	29.7	17	319	54.7	33.1	45.3	382	18.3	18.6	8.13	1.0175	-0.0081	1.018	0.0018	-0.0062	-0.0193	-0.0178	0.0034	0.0036
49.1	22.5	10.3	164	40.7	17.3	27.1	418	22.7	23.3	7.5	0.9989	0.0003	0.99	0.0113	0.0118	0.0088	-0.0138	-0.0008	0.0072
122	85.1	46.1	215	45.7	20.5	35.9	578	26.9	22.7	11.1	0.9864	0.0044	0.9934	0.0128	-0.0062	0.0124	0.0052	0.0024	0.0086
28.1	17.8	1.88	225	21.3	18.6	33.7	294	31.3	40.7	20.7	0.9745	-0.001	1.0038	-0.0078	0.001	-0.0034	0.013	-0.0149	-0.0063
19.3	17.3	5.14	12	21.5	12.5	30.2	483	17.9	23.5	14.5	1.0044	0.0207	1.0069	-0.0127	0.0208	-0.0025	-0.0069	0.0054	0.0006
3.65	10.9	15.4	57.3	17	6.92	20.5	470	2.79	1.01	4.29	1.0017	-0.0063	0.9988	0.013	0.0131	0.0085	0.0003	-0.0108	0.0013
25.5	1.25	15	229	59.9	14.5	25.3	269	27.4	35.9	27.6	1.0063	-0.0027	0.9963	-0.0073	-0.004	0.0213	0.0128	0.0112	-0.0075
31.3	22.7	25.9	311	47	64.4	135	2436	22.5	29.7	15	0.9844	-0.0039	0.9959	-0.0008	0.0082	-0.0118	0.014	-0.0005	-0.0135
16.7	5.38	9.31	158	51.9	5.42	20.9	973	18.3	29.7	7.5	0.9885	-0.0115	1.0022	0.002	-0.0003	-0.0115	-0.0056	-0.0226	0.0118
71.7	19.5	45.7	474	108	38.2	149	1459	26.9	41.4	9.47	0.9951	0.0216	0.9982	-0.0091	0.0055	0.0138	-0.0068	-0.0019	0.0109
37.5	10.3	6.15	153	30	17.6	31.3	445	17.8	20.7	14.7	1.0162	-0.0025	0.9983	0.0019	-0.015	-0.0003	-0.0009	0.0131	0.0025
3.46	1.47	19.6	73	28.6	52.3	118	1670	8.82	16.4	7.7	1.0043	0.0155	1.0018	-0.0088	-0.01	-0.0138	0.0123	0.0142	-0.0107
34.9	21.3	25.9	1176	196	31.1	42.2	311	20.7	24.8	10.9	1.0061	0.0004	1.0117	-0.0051	-0.0078	0.0014	0.0099	0.0003	-0.0087
23.9	17.8	3.28	1.72	4.33	30.2	50	281	20.7	27.4	2.69	0.9906	-0.0232	1.021	0	-0.0036	0.0154	0.0115	-0.0063	0.0027
26.4	29.2	3.46	429	41	24.8	31.9	414	17.2	31.1	11.9	1.0016	0.0163	1.0119	-0.008	0.0079	-0.0106	0.0074	-0.0068	-0.0143
17.3	15.8	19.8	241	58.8	49.6	81.3	1241	1.49	5.78	5	0.9916	0.0063	1.0032	0.0067	-0.0006	0.002	-0.01	-0.012	-0.014
73.7	25.3	5.19	178	35.2	8.06	39.2	1075	23.5	40	13.5	0.9961	-0.0104	1.0054	-0.0008	-0.0034	-0.0135	0.0024	0.0038	-0.0065
64.9	23.5	13	246	31.6	23.7	61	457	17.2	34.3	9.82	1.005	-0.0018	1.0021	-0.0131	-0.0163	-0.0068	0.0023	-0.0005	-0.0025
53.8	14.5	46.1	97.3	66.7	15.1	22.7	362	22.7	16.4	4.37	0.9919	-0.0112	1.0085	-0.0167	-0.0034	-0.0099	0.0221	-0.0059	-0.0027
49.6	23.7	5.99	20.5	27.9	11.4	14.1	382	15.3	29.7	7.1	1.0176	0.0165	1.0013	0.0139	-0.0093	-0.0086	-0.0025	-0.0029	0.0011
1.35	8.82	8.98	157	33.4	38.2	160	1499	25.9	36.8	12.5	0.9823	0.0079	1.0142	-0.004	0.0066	0.0201	0.0012	0.013	-0.0088
50.9	15.1	7.1	75.7	47.8	3.02	13.6	667	22.5	34	5.47	1.0057	0.0119	0.9871	0.0054	0.0023	-0.019	0.0065	0.0039	0.0074
24.8	9.65	19.1	340	62.6	55.7	246	1046	41.4	47.4	13.2	0.9838	0.0012	1.0029	-0.0102	-0.0122	-0.0115	0.0089	0.0282	0.0072
86.6	26.2	11.2	119	21.7	5.99	16.3	685	28.9	33.7	14.9	1.0092	0.0033	0.9861	0.0069	0.0291	-0.0006	-0.0092	-0.0183	0.0011
34.9	11.5	25.5	322	72.3	17.2	42.2	610	16.3	24.6	12	0.992	0.0003	0.9922	-0.0018	0.0121	0.0069	0.0111	-0.005	0.005
60.4	16.5	6.61	165	17	12.7	49.1	3718	25.5	37.5	16.7	0.9848	-0.0025	1.0075	-0.0162	-0.0384	-0.0061	-0.0057	-0.0021	-0.0061
54.2	27.4	19.5	308	56.2	31.9	55.2	906	16.1	43.3	15.3	1.0001	0.0073	0.9907	-0.0018	0.0024	0.0084	0.0094	-0.0032	0.0187
58.3	28.6	16.5	127	39.6	4.78	15.8	604	4.33	14.5	1.45	1.0089	-0.0043	0.9975	-0.0007	-0.0067	0.0162	-0.0016	0.0017	0.0001
65.5	16.8	10.2	57.3	16.4	22.3	40	297	25.9	38.2	10.1	0.9972	0.0043	1.0146	0.0027	-0.0057	0.0067	-0.0022	0.0052	0.018
67.3	20.7	5.33	567	64.9	35.5	80.6	991	15.4	19.1	10.1	0.9911	0.0053	0.9899	-0.0066	0.0042	0.0103	-0.0007	-0.0012	0.0138
109	31.9	22.3	154	40.7	12.3	20.4	615	20.4	37.5	14.9	1.0051	-0.0093	1.0028	-0.0029	-0.0047	-0.0026	0.011	-0.0117	-0.0151
127	68.5	9.65	5.57	34.9	13.6	36.2	478	19.3	23.5	9.39	0.9955	0.002	0.9982	-0.0002	0.0005	0.0026	-0.0224	0.0225	-0.0079
115	37.9	21.5	68.5	25.3	17	38.2	276	21.1	31.1	5.78	1.009	-0.0023	1.005	0.0144	0.0057	-0.0066	-0.0053	-0.0067	-0.0018
21.3	13.5	36.5	62.1	48.3	8.82	30.5	382	30.8	39.6	2.02	0.9914	0.001	1.0052	-0.0085	-0.0025	-0.0201	0.0036	0.0327	0.0047
14.5	18.9	5.52	10.6	11.9	29.7	46.1	514	1.07	37.2	5.09	0.9888	-0.0068	1.0101	0.0057	-0.0098	-0.0023	-0.0159	0.0049	-0.0118
56.7	23.7	7.23	124	37.2	30.2	57.8	286	21.3	33.7	3.68	1.0101	-0.0041	1.0006	0.0151	-0.0046	-0.001	0.0187	0.0039	0.0162
26.4	19.6	1.83	9.91	9.91	20.7	48.7	947	20.2	24.1	4.22	0.9926	-0.0068	1.0115	0.0004	0.0092	0.0045	-0.0062	-0.0026	-0.0127
9.39	6.04	34.6	87.4	28.1	19.6	31.9	294	29.4	36.8	11.9	1.0049	-0.0012	0.9901	-0.0112	-0.0246	0.012	0.0064	-0.0086	0.0049
13.1	17.2	4.78	19.1	64.4	10.8	18.3	375	15.5	26.4	2.71	1.0126	-0.0043	1.0093	-0.0028	-0.0119	-0.0121	-0.0017	-0.0095	-0.0002
63.2	28.1	25.7	80.6	55.2	15.7	20.2	547	20.9	34.3	9.22	0.9779	0.0167	0.9826	-0.0038	0.0085	-0.003	0.0036	0.0119	-0.0126
48.3	23.3	8.82	130	14.1	13.9	25.7	375	23.7	26.9	14.1	1.0032	-0.0036	1.0045	-0.0088	-0.0084	0.0259	-0.0109	0.0109	-0.0046
31.6	16.7	14.1	37.2	3.92	11.8	30	400	25.7	31.9	19.8	1.0086	0.0023	0.9866	-0.0243	0.0086	0.003	0.0156	0.0063	0.0061
31.9	24.6	14.2	163	23.3	37.2	84.3	1554	3.59	1.18	7.5	1.0122	-0.0046	0.9971	0.0061	0.0133	-0.019	0.0062	-0.0151	-0.0061
41	17.5	14.2	202	36.2	54.7	89.8	1540	21.1	33.4	7.57	0.9966	-0.0015	1.0021	0.0206	0.0015	-0.0054	0.0005	-0.0017	-0.0047
16.8	17.8	5.78	126	33.1	13.8	20.9	284	31.1	42.2	12.6	1.0023	-0.0191	1.0029	0.0072	-0.0197	-0.0118	0.0089	-0.0088	0.0048
44.5	12.5	5.47	112	27.6	8.9	15.5	396	11.7	20.4	6.21	1.0038	0.0072	1.0006	0.013	0.0004	0.008	0.0155	0.0114	-0.0208
1	10.7	1.01	1.51	5.33	12.3	57.3	2072	14.1	32.5	10.7	0.9956	0.0131	0.997	-0.0051	0.0073	-0.0027	0.0048	-0.0168	0.0112
19.6	5.67	1	286	25.3	37.9	66.7	820	36.8	49.6	13.2	0.995	-0.0085	0.9867	-0.0107	-0.0038	-0.003	-0.0016	0.0162	0.0145
26.7	18.9	2.53	21.1	22.1	8.43	15.4	349	18.8	23.3	9.22	1.0069	-0.008	0.998	0.0082	0.006	0.0088	-0.015	0.0094	0.0107
34	25	8.66	154	35.5	28.9	37.5	483	28.9	43.7	13.5	0.9927	-0.0122	1.0097	0.0148	-0.0055	0.0036	-0.0038	-0.0073	-0.0157
74.3	35.9	13.5	172	51.4	5.83	24.4	319	27.9	40.3	11.9	0.9985	-0.0058	0.9818	0.0106	0.0024	0.0021	-0.0044	-0.0031	0.0038
44.5	44.5	4.07	319	31.6	23.1	44.5	723	1.35	3.75	8.66	0.9954	0.0064	0.9828	0.0043	-0.0194	0.0008	0.0002	-0.0024	0.0003
23.9	29.7	12.3	95.6	18.8	6.38	18.4	259	16	31.1	14.1	0.9967	0.0123	1.0001	-0.0168	0.0237	0.0043	0.002	-0.0053	0.0025
22.3	34.6	5.28	334	32.2	73	173	1346	23.5	56.7	173	0.9933	0.0137	1.0093	-0.0001	0.0088	0.0031	-0.0031	-0.0063	0.0001
118	24.1	8.06	207	61.5	19.8	50	478	18.9	35.5	10	1.0056	0.0119	0.9844	-0.0041	0.0065	-0.0041	-0.0025	-0.0041	-0.0055
109	38.5	8.58	126	21.5	10.1	21.7	426	24.1	28.1	18.9	1.0092	0.0125	0.9943	0.0057	-0.0022	0.0079	-0.0031	0.008	0.0072
73.7	20.7	6.98	453	57.8	20.5	44.5	644	21.3	32.8	11.4	1.0062	-0.0005	0.9867	-0.01	0.0011	-0.0065	0.0048	-0.0057	-0.0056
25.9	23.1	10.3	155	18.3	17.5	18.3	368	31.1	41.4	4.41	0.9883	0.0033	1.0174	0.0005	0.0017	0.0116	0.0152	-0.0058	0.0095
75.7	34.3	22.1	186	92.2	40.3	95.6	965	16.5	20	8.58	1.0119	-0.005	1.0047	-0.0072	0.0042	-0.0067	-0.0078	-0.0021	-0.012
37.9	6.73	2.33	269	42.2	23.3	40.7	449	43.7	60.4	16.5	1.0072	0.005	1.0121	-0.0036	0.0031	0.0085	0.0105	-0.008	-0.0217
41.4	21.7	11.8	64.4	16	19.5	22.5	311	21.1	39.6	4.33	0.9929	-0.0015	0.9867	-0.0075	-0.0017	-0.0063	-0.0147	-0.0126	-0.0014
90.6	29.4	17.5	18.4	3	34.9	41	655	20.4	25.3	11.3	1.0178	0.0183	1.0001	0.0032	0.013	0.024	-0.0091	-0.0044	-0.0037
19.1	40.7	23.3	108	58.3	9.91	42.6	1459	17	28.6	11.5	0.9928	0.0053	1.007	-0.0022	0.0103	-0.0112	0.003	-0.0011	-0.0076
63.2	36.2	13	209	23.7	6.85	16.5	947	31.1	40.3	14.2	1.0118	0.0036	1.0044	0.0055	0.0009	-0.0052	-0.017	-0.0006	0.0007
75	31.6	27.6	308	52.8	86.6	154	1018	16.4	26.2	2.69	1.0061	-0.005	1.0046	-0.0008	-0.0061	-0.0063	-0.0042	0.0067	-0.0002
36.8	24.4	8.28	20	34.6	3.89	12.4	313	2.21	1.15	4.33	1.0006	-0.0149	0.9995	0.0022	-0.0167	-0.0038	-0.0009	-0.0008	-0.0007
42.6	14.7	11.3	24.6	39.6	4.83	22.5	1526	25.5	31.9	6.32	0.9958	0.0162	1.0082	-0.008	0.0012	-0.0122	-0.0081	-0.0112	0.0056
41.4	34.3	14.9	178	39.6	27.6	42.9	294	31.3	34.6	4.83	0.9992	-0.0008	1.0002	0.0164	0.0097	-0.0048	-0.0066	-0.0017	-0.0087
20.2	17.8	9.06	178	36.5	11.7	29.4	673	1	10.7	10	0.9834	0.0059	1.0092	-0.0057	-0.0084	-0.0054	0.0108	-0.0085	0.004
13.2	9.14	17.2	147	34.9	21.7	40.3	673	25.5	33.7	18.3	1.0057	0.009	1.0062	0.0106	0.0057	-0.0019	-0.0035	0.0029	0.0088
18.3	11.3	17.2	141	44.1	71	114	1124	27.4	27.6	11.3	0.9904	-0.0033	1.0006	-0.0107	0.013	-0.0125	-0.0036	-0.0045	-0.0056
11.9	4.53	7.57	172	38.2	10.8	18.4	414	2.35	9.47	10.8	1.0107	-0.0047	1.0055	-0.0087	0.0082	0.0032	0.012	-0.0093	0.0084
53.8	25.5	27.6	211	56.2	33.7	57.8	500	18.6	22.7	10.4	0.9924	0.0139	0.9751	-0.0048	-0.0019	0.0088	-0.0108	-0.0193	0.008
10	10.2	12.9	52.8	9.06	39.6	100	1046	23.5	42.9	16.8	0.984	-0.0109	1.0003	0.0011	0.0119	-0.0058	0.0043	-0.0012	-0.0063
58.3	32.8	25	8.82	42.2	5.73	45.3	528	30.2	39.6	3.96	0.9914	-0.0054	1.0104	-0.0173	-0.0029	0.0132	-0.0124	-0.0082	-0.0241
94.7	50	17.8	316	55.7	49.6	98.2	2148	18.1	37.2	6.55	1.0102	-0.0066	0.9942	0.0078	0.0001	-0.0099	-0.0127	-0.0149	0.0011
27.4	21.5	8.98	11.3	31.9	43.3	65.5	649	27.1	42.2	8.9	0.9987	-0.0117	1.0045	-0.0023	0.0054	0.0006	0.0147	0.0052	-0.0243
37.2	15	56.7	154	84.3	35.9	175	1999	22.3	36.5	14.1	1.0145	0.0157	1.0068	-0.0321	0.0202	0.0004	0.001	-0.0054	0.0071
153	107	13.1	160	32.8	9.39	20	533	1.98	4.14	11.7	1.017	-0.0038	0.9914	-0.0002	-0.0086	-0.0116	0.0094	-0.0021	-0.0116
51.9	10.3	14.5	271	54.2	8.13	12.5	362	27.6	35.9	11.4	0.9839	0.0095	1.0019	-0.003	-0.0063	0.0005	-0.0118	-0.0085	0.016
78.4	25.9	1	382	33.1	20.2	43.3	1124	3.79	19.1	26.4	1.0099	0.0173	1.0112	0.0054	-0.0056	-0.0062	0.0108	-0.0115	-0.021
69.8	24.4	8.82	207	30.2	21.5	32.5	385	23.7	37.2	15	1.0293	-0.0015	0.9836	0.004	-0.0006	0.009	-0.0048	0.0059	0.0041
106	45.3	11.1	165	44.5	12	25.3	352	9.39	40	45.7	0.9972	0.0167	0.9904	-0.0074	0.0169	0.0037	-0.0124	0.0174	-0.004
204	75.7	21.7	179	57.8	4.57	19.3	359	17.9	24.4	6.49	1.0067	0.0174	1.0183	-0.0114	0.0022	-0.0051	-0.0008	-0.0057	-0.0112
53.3	21.3	9.14	141	40.3	56.2	122	1009	1.43	1.01	1.21	0.9844	0.0061	0.9983	-0.0071	0.0169	0.0013	-0.011	-0.0013	-0.0034
44.9	22.1	7.3	39.6	25.9	3.89	12.6	594	25.7	37.2	11.9	0.9948	-0.0015	1.013	-0.0162	0.0119	0.0009	0.0142	0.0072	0.009
38.2	16	5.88	53.8	6.92	21.9	54.2	673	21.5	22.5	3.05	1.0087	-0.0182	1.0016	-0.006	0.0059	-0.0115	0.011	0.001	-0.0155
8.2	9.91	25.5	111	32.2	21.3	36.8	343	38.5	57.8	7.64	0.9886	-0.0114	0.9981	-0.0163	-0.0147	0.0003	0.0117	-0.0094	0.0143
93.9	46.1	6.67	126	28.4	27.6	41.4	352	1	6.92	7.91	1.0062	0.0103	1.0083	0.006	0.0118	-0.001	0.0179	-0.0041	0.0152
32.8	18.4	13.7	168	33.7	11.3	33.4	835	28.9	45.3	13.7	1.0073	-0.0156	1.0046	-0.0056	0.0082	-0.0116	0.0082	-0.0095	0.0126
80.6	40.7	17.5	120	53.3	11.1	20.4	331	23.5	26.4	5.78	1.0154	-0.0068	0.9971	-0.0002	0.0045	-0.0072	0.0011	-0.0075	-0.0147
7.57	23.5	16.7	141	32.2	10.8	17.2	673	26.2	48.3	8.13	1.0095	-0.0079	0.993	-0.0088	0.0087	-0.0013	-0.0182	0.0042	0.0049
28.9	19.1	5.78	573	93.9	19.6	30	213	23.1	25.3	6.92	0.9925	-0.0033	0.9872	-0.0127	0.0102	-0.008	-0.0096	0.0091	-0.0123
9.82	7.43	20.4	100	8.58	40.3	97.3	1084	22.3	29.2	13	0.9984	0.003	1.0224	0.017	0.0183	-0.0068	-0.0085	0.0061	-0.0012
93.9	38.9	12.5	143	32.5	22.1	40	253	32.8	35.5	15.7	1.0127	-0.0063	0.9947	0.0096	0.0137	-0.0057	0.0105	0.009	-0.0036
40.3	24.8	5.73	14.3	47.4	20.5	27.1	392	24.8	34.3	16.3	0.9941	0.0054	1.018	0.0024	-0.0031	0.006	-0.0036	0.0002	-0.0036
35.9	34.9	6.44	264	42.2	22.9	35.2	346	47.8	81.3	21.5	0.993	-0.009	1.0053	0.0002	-0.0089	0.0071	0.0053	0.0062	0.0016
66.1	27.9	6.15	284	51.4	61	91.4	514	26.2	29.4	12	0.9981	0.0024	1.0159	0.01	-0.0144	0.0057	0.0039	-0.0214	0.0048
41.8	19.5	18.9	271	71.7	19.6	35.5	382	8.13	12.2	57.3	1.0038	-0.0062	1.0168	0.0108	-0.0113	0.0078	-0.006	-0.0004	-0.0007
20.9	27.6	4.96	267	35.9	24.4	38.5	547	24.1	27.4	6.38	0.9949	0.0052	0.9812	-0.0107	-0.0109	0.006	-0.0001	0.0045	-0.0158
16.4	8.9	2.04	429	55.2	36.8	74.3	500	31.6	30.2	9.06	1.0124	-0.0224	1.0025	0.0052	0.0095	0.0161	0.0038	0.0118	-0.012
59.4	32.2	2.81	239	12.2	4.87	14.2	193	21.1	34	7.17	1.0251	0.0024	1.0092	0.0047	-0.0024	-0.0057	-0.0045	0.0075	0.0098
32.8	17.2	35.5	418	97.3	28.1	43.7	375	10	9.47	9.39	0.9934	-0.0089	0.9944	0.0022	-0.0041	0.003	-0.0046	-0.0066	-0.012
44.9	20	1.81	10.1	19.6	17.6	30.5	340	21.7	31.3	12.7	0.9897	0.0054	1.0037	-0.0031	0.0059	-0.0062	-0.0039	-0.0096	-0.0014
81.3	16.7	5.88	239	19.5	25.7	69.2	1685	33.1	46.6	8.13	1.0088	-0.0109	0.9996	0.007	-0.0057	-0.0032	0.0141	0.0044	-0.0053
136	71	21.7	53.8	31.9	17.5	28.4	375	30.5	38.2	12.1	1.0096	0.0007	1.0025	-0.0015	0.0008	0.0046	-0.0062	0.0066	-0.0049
23.5	16.3	17.6	18.6	8.28	23.3	42.6	233	10.8	40.7	21.5	1.0025	0.0207	1.005	-0.0052	-0.0098	-0.0065	-0.018	-0.001	-0.0006
57.8	15	28.6	385	154	4.22	33.4	1165	34.3	46.1	8.58	0.9935	-0.0044	0.991	-0.0016	0.0084	-0.0121	-0.0136	0.0123	0.0088
40.7	16.1	27.9	74.3	18.9	10.3	14.9	433	29.7	30.2	11.1	1.0084	0.0037	0.9927	-0.0093	-0.0048	-0.0117	-0.011	0.0116	-0.0099
45.7	15.4	12.9	145	18.6	23.5	26.9	257	28.6	28.9	10.8	1.0027	-0.0011	1.0041	0.0049	0.0039	0.0017	-0.0045	-0.0025	-0.0061
6.73	20	52.3	311	151	11.2	23.5	547	17.8	26.4	5.19	1.0012	0.014	1.0184	0.0202	0.0036	-0.0012	0.0036	0.019	-0.0046
125	123	11.4	279	15.1	30.2	29.2	340	20.9	15.5	2.19	0.9893	-0.0011	1.0061	0.01	0.0082	0.0058	-0.0155	0.0034	0.0015
85.1	33.4	45.7	362	69.8	23.1	50.5	292	28.4	52.8	16.1	0.9903	-0.0133	0.994	-0.0019	-0.0168	0.0068	-0.0006	-0.0043	0.0008
186	165	1.61	239	1.38	23.3	40.7	474	45.3	111	55.2	0.9949	-0.0029	0.9971	-0.0013	-0.0095	-0.0067	0.0201	0.016	0.0018
52.3	38.9	6.04	25.3	14.9	16.1	30.5	337	34	59.4	8.74	0.9997	0.0009	0.9906	-0.0048	0.0011	0.0026	-0.0077	-0.0229	0.0021
96.5	30.2	14.5	191	82	5.28	8.13	441	22.7	31.1	10.8	0.9974	0.0071	1.0043	0.0076	-0.0025	-0.0047	-0.002	0.0105	0.0185
28.9	16.8	9.73	165	33.7	12.5	32.8	874	25.9	34.9	2.97	0.9828	-0.0122	0.9862	-0.0141	-0.0003	-0.0128	0.0173	0.0187	0.0016
105	40.3	8.66	246	30.8	37.9	63.2	1124	20	27.9	8.9	0.9947	0.0048	0.9982	0.0119	0.0073	0.0077	0.0098	0.0104	0.0086
149	36.5	26.9	45.7	44.9	18.3	34.3	237	16	26.7	1	0.9906	-0.0194	0.9969	0.0023	0.0004	-0.0094	0.0077	0.0226	-0.001
21.5	6.67	9.22	126	20.4	42.6	63.8	276	29.2	35.5	8.58	0.9864	0.0002	0.9857	-0.0025	-0.0038	-0.0057	-0.0019	0.0055	0.0042
50.5	38.5	15	205	36.8	28.1	47.8	259	15.7	25.7	27.4	1.0087	0.0139	0.9967	0.0223	-0.007	-0.0173	0.0039	-0.0073	0.0024
100	48.7	10.6	164	8.82	23.3	40.3	355	2	6.1	4.37	0.9999	0	1.0015	-0.0077	0.0005	0.004	0.0002	0.0086	0.0058
80.6	31.3	18.8	110	37.9	26.2	48.7	289	15.5	37.2	11.7	1.0177	-0.0012	0.9848	0.0355	-0.0051	0.0035	-0.0038	0.0053	-0.0023
56.7	26.7	13.7	125	20.5	8.82	27.6	542	20.7	20.7	7.99	0.9842	0.0141	1.0044	0.0038	-0.0073	0.0001	-0.0142	-0.0081	0.0019
81.3	28.1	13.5	313	26.2	21.1	40.3	276	33.7	44.5	7.04	1.0067	-0.0011	1.0022	0.0012	-0.0006	0.0023	0.0124	0.0035	0.0071
44.9	22.9	22.7	170	30.2	6.92	19.6	276	47	58.3	7.1	0.9957	-0.0052	0.9936	0.006	-0.0047	0.0062	0.0028	0.0137	0.0136
97.3	33.7	11.3	96.5	35.5	19.3	31.6	340	27.6	31.6	8.43	1.0185	0.006	0.9879	-0.0015	-0.0025	0.0001	-0.0032	-0.0098	-0.0019
61	31.9	43.7	12	46.1	33.7	48.7	389	32.8	37.5	14.5	1.024	-0.0049	1.002	0.0012	0.0066	-0.0036	0.0026	0.0044	0.0053
64.4	33.1	7.7	204	34.9	16	29.2	250	25.5	31.1	6.67	1.0067	-0.0043	0.9977	-0.0016	-0.0013	-0.0136	0.0118	0.0032	-0.0171
120	40.7	27.6	69.8	58.3	117	172	1811	1.79	3.49	15.7	0.9997	0.0099	0.9982	-0.0008	-0.0155	-0.0038	0.0115	-0.0145	0.0192
20.7	6.61	48.3	523	130	17	44.5	337	20.5	23.1	10.2	1.0012	-0.0073	0.9998	-0.0007	-0.0231	0.0136	-0.0027	-0.0077	0.0115
31.1	15.1	45.3	75.7	47	12.7	31.9	470	18.4	40	6.21	1.0054	-0.0214	0.9919	0.0115	-0.0042	-0.018	0.0022	0.0002	-0.0099
25.5	28.1	9.39	13.8	61.5	27.9	68.5	1433	19.1	32.2	23.9	1.0018	-0.0047	0.9903	0.0053	-0.0128	0.0023	0.0179	0.0033	-0.0001
69.8	23.7	14.2	41	44.9	9.06	29.7	1877	29.2	28.9	4.66	1.0007	-0.0023	1.0106	0.0044	0.0091	0.0054	-0.0036	0.0207	0.0032
5	18.6	13.3	167	52.3	50.9	233	3134	45.7	55.7	20.5	1.0049	0.0029	0.9946	-0.0164	0.0036	-0.0016	0.0003	0.013	-0.003
72.3	41.4	7.3	37.5	4.22	6.32	25.5	1811	1	6.73	8.43	1.0025	-0.0041	0.9949	-0.0086	0.0028	-0.0068	-0.006	0.0211	0.0035
40.3	27.1	1	858	9.06	17.3	34.6	195	16.5	28.6	9.91	0.9975	0.0011	0.9878	-0.004	0.0044	0.0068	0.0027	0.0107	-0.0003
7.99	29.4	9.91	89.8	31.1	60.4	93.1	538	17.2	22.7	8.2	0.9969	-0.0042	1.0055	0.0079	-0.001	-0.0074	0.0055	-0.0151	0.0181
67.3	25	23.5	4.07	28.1	50.9	89	1018	17.5	22.5	9.82	0.998	0.0042	0.9941	-0.0162	0.0035	-0.0081	-0.0087	0.006	0.0011
59.9	19.5	33.4	115	50.5	6.73	11.2	343	24.6	32.2	6.21	0.9947	-0.0252	1.0134	-0.0109	0.0095	0.0073	0.0019	0.0087	0.0051
